id	audio	n_frames	tgt_text	speaker	tgt_lang
ted_1_86	/home/lltlien/Downloads/nckh/data/en-pt/flac.zip:1108710:159504	140960	This used to be a bipartisan issue, and I know that in this group it really is. Become politically active. Make our democracy work the way it's supposed to work.	spk.1	en
ted_1_87	/home/lltlien/Downloads/nckh/data/en-pt/flac.zip:5387676:53976	48640	Soon after Tipper and I left the — (Mock sob) White House —	spk.1	en
ted_1_88	/home/lltlien/Downloads/nckh/data/en-pt/flac.zip:3004857:124113	120800	Support the idea of capping carbon dioxide emissions — global warming pollution — and trading it.	spk.1	en
ted_1_89	/home/lltlien/Downloads/nckh/data/en-pt/flac.zip:7600744:97823	95040	Here's why: as long as the United States is out of the world system, it's not a closed system.	spk.1	en
ted_1_90	/home/lltlien/Downloads/nckh/data/en-pt/flac.zip:11451482:176680	162880	Once it becomes a closed system, with U.S. participation, then everybody who's on a board of directors — how many people here serve on the board of directors of a corporation?	spk.1	en
ted_1_91	/home/lltlien/Downloads/nckh/data/en-pt/flac.zip:9648501:224003	202880	Once it's a closed system, you will have legal liability if you do not urge your CEO to get the maximum income from reducing and trading the carbon emissions that can be avoided.	spk.1	en
ted_1_92	/home/lltlien/Downloads/nckh/data/en-pt/flac.zip:14468701:112382	118400	The market will work to solve this problem — if we can accomplish this.	spk.1	en
ted_1_93	/home/lltlien/Downloads/nckh/data/en-pt/flac.zip:2137663:182081	167200	(Laughter) we were driving from our home in Nashville to a little farm we have 50 miles east of Nashville. Driving ourselves. (Laughter)	spk.1	en
ted_1_94	/home/lltlien/Downloads/nckh/data/en-pt/flac.zip:12435557:55696	48160	Help with the mass persuasion campaign that will start this spring.	spk.1	en
ted_1_95	/home/lltlien/Downloads/nckh/data/en-pt/flac.zip:8573340:125188	113280	We have to change the minds of the American people. Because presently, the politicians do not have permission to do what needs to be done.	spk.1	en
ted_1_96	/home/lltlien/Downloads/nckh/data/en-pt/flac.zip:817174:148611	131840	And in our modern country, the role of logic and reason no longer includes mediating between wealth and power the way it once did.	spk.1	en
ted_1_97	/home/lltlien/Downloads/nckh/data/en-pt/flac.zip:15372609:98479	86240	It's now repetition of short, hot-button, 30-second, 28-second television ads.	spk.1	en
ted_1_98	/home/lltlien/Downloads/nckh/data/en-pt/flac.zip:1028568:28962	24960	We have to buy a lot of those ads.	spk.1	en
ted_1_99	/home/lltlien/Downloads/nckh/data/en-pt/flac.zip:13237192:68760	65760	Let's re-brand global warming, as many of you have suggested.	spk.1	en
ted_1_100	/home/lltlien/Downloads/nckh/data/en-pt/flac.zip:3933940:111634	97920	I like "climate crisis" instead of "climate collapse," but again, those of you who are good at branding, I need your help on this.	spk.1	en
ted_1_101	/home/lltlien/Downloads/nckh/data/en-pt/flac.zip:5883545:155007	157760	Somebody said the test we're facing now, a scientist told me, is whether the combination of an opposable thumb and a neocortex is a viable combination.	spk.1	en
ted_1_102	/home/lltlien/Downloads/nckh/data/en-pt/flac.zip:8698572:760	800	(Laughter)	spk.1	en
ted_1_103	/home/lltlien/Downloads/nckh/data/en-pt/flac.zip:4526478:16118	15680	That's really true.	spk.1	en
ted_1_104	/home/lltlien/Downloads/nckh/data/en-pt/flac.zip:14619495:80330	82560	I said the other night, and I'll repeat now: this is not a political issue.	spk.1	en
ted_1_105	/home/lltlien/Downloads/nckh/data/en-pt/flac.zip:9921976:73062	84640	Again, the Republicans here — this shouldn't be partisan.	spk.1	en
ted_1_106	/home/lltlien/Downloads/nckh/data/en-pt/flac.zip:13305996:47873	50720	You have more influence than some of us who are Democrats do.	spk.1	en
ted_1_107	/home/lltlien/Downloads/nckh/data/en-pt/flac.zip:16864269:21624	20960	This is an opportunity.	spk.1	en
ted_1_108	/home/lltlien/Downloads/nckh/data/en-pt/flac.zip:5441696:123130	135040	Not just this, but connected to the ideas that are here, to bring more coherence to them. We are one.	spk.1	en
ted_1_109	/home/lltlien/Downloads/nckh/data/en-pt/flac.zip:9995082:195960	157760	Thank you very much, I appreciate it. (Applause)	spk.1	en
