id	audio	n_frames	tgt_text	speaker	tgt_lang
ted_1_51	/home/lltlien/Downloads/nckh/data/en-pt/flac.zip:4045617:324680	303040	A Captura e Sequestro de Carbono - é o que significa CSC - está a tornar-se na derradeira aplicação que nos permitirá continuar a usar os combustíveis fósseis de uma forma segura.	spk.1	pt
ted_1_52	/home/lltlien/Downloads/nckh/data/en-pt/flac.zip:4370340:66640	68480	Ainda não chegámos lá. OK. O que podemos fazer?	spk.1	pt
ted_1_53	/home/lltlien/Downloads/nckh/data/en-pt/flac.zip:10580109:23956	22240	Reduzir as emissões nas nossas casas.	spk.1	pt
ted_1_54	/home/lltlien/Downloads/nckh/data/en-pt/flac.zip:6691272:69622	64000	A maior parte destes investimentos também são rentáveis.	spk.1	pt
ted_1_55	/home/lltlien/Downloads/nckh/data/en-pt/flac.zip:8369276:79677	71520	Isolamento, um melhor design, comprar eletricidade verde onde se puder.	spk.1	pt
ted_1_56	/home/lltlien/Downloads/nckh/data/en-pt/flac.zip:14853357:154871	151680	Eu falei de automóveis - comprem um híbrido. Usem o comboio. Procurem outras opções que sejam melhores. Isso é importante.	spk.1	pt
ted_1_57	/home/lltlien/Downloads/nckh/data/en-pt/flac.zip:6366995:324234	314240	Sejam consumidores verdes. Podem escolher, em tudo o que compram, entre coisas que têm um impacto forte ou um menor impacto na crise climática global. Pensem nisto. Tomem a decisão de viver uma vida neutra em carbono.	spk.1	pt
ted_1_58	/home/lltlien/Downloads/nckh/data/en-pt/flac.zip:1565807:175542	172480	Gostaria que os que são bons em construir marcas me dessem o vosso conselho e ajuda para dizer isto de forma a abranger o maior número de pessoas.	spk.1	pt
ted_1_59	/home/lltlien/Downloads/nckh/data/en-pt/flac.zip:7081423:443136	426240	É mais fácil do que se possa imaginar. É verdade. Muitos de nós tomaram esta decisão e é realmente fácil reduzir a nossas emissões de dióxido de carbono nas várias escolhas que podem fazer, e depois comprar ou adquirir compensações para o restante que não conseguimos reduzir totalmente.	spk.1	pt
ted_1_60	/home/lltlien/Downloads/nckh/data/en-pt/flac.zip:2319787:472819	460800	Muito obrigado, Chris. É realmente uma grande honra ter a oportunidade de pisar este palco pela segunda vez. Estou muito agradecido. Fiquei muito impressionado com esta conferência e quero agradecer a todos os imensos comentários simpáticos sobre o que eu tinha a dizer naquela noite.	spk.1	pt
ted_1_61	/home/lltlien/Downloads/nckh/data/en-pt/flac.zip:3129013:107321	98880	Podem ver o que isso significa no climatecrisis.net.	spk.1	pt
ted_1_62	/home/lltlien/Downloads/nckh/data/en-pt/flac.zip:9872547:49385	43680	Este "site" tem uma calculadora de carbono.	spk.1	pt
ted_1_63	/home/lltlien/Downloads/nckh/data/en-pt/flac.zip:7698610:277053	253599	A Participant Productions reuniu os produtores mundiais de software - com o meu envolvimento ativo - nesta ciência misteriosa de calcular o carbono, para construir uma calculadora de carbono amiga do consumidor.	spk.1	pt
ted_1_64	/home/lltlien/Downloads/nckh/data/en-pt/flac.zip:9049700:154249	140000	Podemos calcular de forma muito precisa quais são os valores das nossas emissões de CO2 e receber indicações e opções para as reduzir.	spk.1	pt
ted_1_65	/home/lltlien/Downloads/nckh/data/en-pt/flac.zip:1877793:150845	135039	Quando o filme for lançado em maio, a calculadora será atualizada para a versão 2.0 e teremos um interface para compra de compensações.	spk.1	pt
ted_1_66	/home/lltlien/Downloads/nckh/data/en-pt/flac.zip:672331:56595	48320	Continuando. Já pensaram em tornar o vosso negócio neutro em carbono?	spk.1	pt
ted_1_67	/home/lltlien/Downloads/nckh/data/en-pt/flac.zip:965828:62697	54240	De novo, alguns de nós já o fizeram e não foi tão difícil quanto julgam.	spk.1	pt
ted_1_68	/home/lltlien/Downloads/nckh/data/en-pt/flac.zip:15745726:473588	452160	Integrar soluções climáticas em todas as nossas inovações, quer pertençam à comunidade da tecnologia, do entretenimento, do design ou da arquitetura. Investir de forma sustentável. A Majora referiu-se a isto. Se investiram dinheiro em administradores cuja compensação é feita com base no desempenho anual nunca mais reclamem quanto ao relatório trimestral do CEO.	spk.1	pt
ted_1_69	/home/lltlien/Downloads/nckh/data/en-pt/flac.zip:13500491:38117	36480	Com o decorrer do tempo, as pessoas fazem o que lhes pagam para fazer.	spk.1	pt
ted_1_70	/home/lltlien/Downloads/nckh/data/en-pt/flac.zip:6163168:203784	193919	E se avaliarem quanto vão receber pelo capital que vocês receberam, com base no retorno a curto prazo, terão decisões de curto prazo.	spk.1	pt
ted_1_71	/home/lltlien/Downloads/nckh/data/en-pt/flac.zip:1801325:76425	65920	Vou contar-vos uma pequena história para ilustrar como tem sido a minha vida.	spk.1	pt
ted_1_72	/home/lltlien/Downloads/nckh/data/en-pt/flac.zip:8699375:49797	56800	Há muito mais a dizer sobre isso.	spk.1	pt
ted_1_73	/home/lltlien/Downloads/nckh/data/en-pt/flac.zip:783704:33427	27360	Transformem-se em catalisadores de mudança.	spk.1	pt
ted_1_74	/home/lltlien/Downloads/nckh/data/en-pt/flac.zip:5564869:56401	55679	Ensinem, aprendam, falem sobre isto.	spk.1	pt
ted_1_75	/home/lltlien/Downloads/nckh/data/en-pt/flac.zip:14360282:108376	95360	O filme é uma versão da apresentação que fiz há duas noites, mas é muito mais interessante.	spk.1	pt
ted_1_76	/home/lltlien/Downloads/nckh/data/en-pt/flac.zip:12310240:36225	31680	E estará no ar em maio.	spk.1	pt
ted_1_77	/home/lltlien/Downloads/nckh/data/en-pt/flac.zip:14299208:61031	56000	Muitos de vocês têm a oportunidade de fazer com que muitas pessoas assistam.	spk.1	pt
ted_1_78	/home/lltlien/Downloads/nckh/data/en-pt/flac.zip:11646361:340997	324960	Pensem em enviar alguém a Nashville. Escolham bem a pessoa. Eu vou pessoalmente treinar pessoas para fazer esta apresentação, substituindo algumas histórias pessoais por uma abordagem genérica.	spk.1	pt
ted_1_79	/home/lltlien/Downloads/nckh/data/en-pt/flac.zip:4500859:25575	22400	Não são apenas as imagens, é o que elas significam e como elas se relacionam.	spk.1	pt
ted_1_80	/home/lltlien/Downloads/nckh/data/en-pt/flac.zip:17230034:345477	322720	Este verão, vou dar um curso a um grupo de pessoas que foram indicadas por diferentes pessoas para espalharem, em massa, pelas comunidades em todo o país. Vamos atualizar esta apresentação para todos eles, todas as semanas, para mantê-la exata e atualizada.	spk.1	pt
ted_1_81	/home/lltlien/Downloads/nckh/data/en-pt/flac.zip:10692516:75508	61440	É uma história verdadeira, cada pedaço desta história.	spk.1	pt
ted_1_82	/home/lltlien/Downloads/nckh/data/en-pt/flac.zip:11987401:322796	281920	A certa altura deste processo, vamos trabalhar com Larry Lessig, publicando, com ferramentas e direitos de uso limitados, para que os jovens possam editá-la e trabalhá-la à sua maneira. (Aplausos)	spk.1	pt
ted_1_83	/home/lltlien/Downloads/nckh/data/en-pt/flac.zip:1741392:59890	52160	De onde surgiu a ideia de que devemos ficar distantes da política?	spk.1	pt
ted_1_84	/home/lltlien/Downloads/nckh/data/en-pt/flac.zip:10191085:77832	70560	Significa que, se forem Republicanos, eu não vou tentar convencer-vos a tornarem-se Democratas.	spk.1	pt
ted_1_85	/home/lltlien/Downloads/nckh/data/en-pt/flac.zip:5828506:26084	23520	Também precisamos dos Republicanos.	spk.1	pt
ted_1_86	/home/lltlien/Downloads/nckh/data/en-pt/flac.zip:1108710:159504	140960	Isto era uma questão bipartidária, e eu sei que neste grupo ela realmente o é. Tornem-se politicamente ativos. Façam a nossa democracia funcionar como deve ser.	spk.1	pt
ted_1_87	/home/lltlien/Downloads/nckh/data/en-pt/flac.zip:5387676:53976	48640	Logo a seguir de a Tipper e eu deixarmos a Casa Branca... (Risos)	spk.1	pt
ted_1_88	/home/lltlien/Downloads/nckh/data/en-pt/flac.zip:3004857:124113	120800	Apoiem a ideia de limitar as emissões de dióxido de carbono, - a poluição que causa o aquecimento global - e negociá-las.	spk.1	pt
ted_1_89	/home/lltlien/Downloads/nckh/data/en-pt/flac.zip:7600744:97823	95040	Por esta razão: enquanto os EUA estiverem fora do sistema mundial, este não é um sistema fechado.	spk.1	pt
ted_1_90	/home/lltlien/Downloads/nckh/data/en-pt/flac.zip:11451482:176680	162880	Quando se tornar um sistema fechado, com a participação dos EUA, todos que estão num conselho de administração - quantas pessoas aqui estão em conselhos de administração de uma empresa?	spk.1	pt
ted_1_91	/home/lltlien/Downloads/nckh/data/en-pt/flac.zip:9648501:224003	202880	Quando conseguirmos um sistema fechado, vocês serão processados legalmente se não exigirem ao CEO que maximize os lucros, reduzindo e negociando as emissões de carbono, que possam ser evitadas.	spk.1	pt
ted_1_92	/home/lltlien/Downloads/nckh/data/en-pt/flac.zip:14468701:112382	118400	O mercado vai trabalhar para resolver este problema, se nós conseguirmos isto.	spk.1	pt
ted_1_93	/home/lltlien/Downloads/nckh/data/en-pt/flac.zip:2137663:182081	167200	... íamos da nossa casa em Nashville para uma pequena quinta que temos a 80 quilómetros a leste de Nashville - sem motorista... (Risos) Eu sei que vos parece uma coisa sem importância, mas... (Risos) Olhei pelo retrovisor e, de repente, percebi.	spk.1	pt
ted_1_94	/home/lltlien/Downloads/nckh/data/en-pt/flac.zip:12435557:55696	48160	Ajudem na campanha de persuasão em massa que vai começar na primavera.	spk.1	pt
ted_1_95	/home/lltlien/Downloads/nckh/data/en-pt/flac.zip:8573340:125188	113280	Temos que mudar a mente do povo americano, porque atualmente os políticos não têm permissão para fazer o que deve ser feito.	spk.1	pt
ted_1_96	/home/lltlien/Downloads/nckh/data/en-pt/flac.zip:817174:148611	131840	No nosso país moderno, o papel da lógica e da razão já não inclui a mediação entre riqueza e poder da forma como já aconteceu anteriormente.	spk.1	pt
ted_1_97	/home/lltlien/Downloads/nckh/data/en-pt/flac.zip:15372609:98479	86240	Agora será a repetição de pequenos anúncios televisivos de 30 ou 28 segundos.	spk.1	pt
ted_1_98	/home/lltlien/Downloads/nckh/data/en-pt/flac.zip:1028568:28962	24960	Temos que comprar muitos destes anúncios.	spk.1	pt
ted_1_99	/home/lltlien/Downloads/nckh/data/en-pt/flac.zip:13237192:68760	65760	Vamos criar uma nova marca para o aquecimento global, como muitos de vocês sugeriram.	spk.1	pt
ted_1_100	/home/lltlien/Downloads/nckh/data/en-pt/flac.zip:3933940:111634	97920	Prefiro crise climática em vez de colapso climático, mas, repito, preciso da ajuda dos que são bons em marcas.	spk.1	pt
ted_1_101	/home/lltlien/Downloads/nckh/data/en-pt/flac.zip:5883545:155007	157760	Um cientista disse-me que o teste que agora enfrentamos é se a combinação de um polegar oponível com um neocórtex é uma combinação viável.	spk.1	pt
ted_1_103	/home/lltlien/Downloads/nckh/data/en-pt/flac.zip:4526478:16118	15680	Já o disse e repito-o.	spk.1	pt
ted_1_104	/home/lltlien/Downloads/nckh/data/en-pt/flac.zip:14619495:80330	82560	Isto não é uma questão política.	spk.1	pt
ted_1_105	/home/lltlien/Downloads/nckh/data/en-pt/flac.zip:9921976:73062	84640	Para os Republicanos aqui presentes, isto não deve ser partidário.	spk.1	pt
ted_1_106	/home/lltlien/Downloads/nckh/data/en-pt/flac.zip:13305996:47873	50720	Vocês têm mais influência do que alguns de nós, Democratas.	spk.1	pt
ted_1_107	/home/lltlien/Downloads/nckh/data/en-pt/flac.zip:16864269:21624	20960	Isto é uma oportunidade.	spk.1	pt
ted_1_108	/home/lltlien/Downloads/nckh/data/en-pt/flac.zip:5441696:123130	135040	Não apenas esta, mas ligada às ideias que estão aqui, para torná-las mais coerentes.	spk.1	pt
ted_1_109	/home/lltlien/Downloads/nckh/data/en-pt/flac.zip:9995082:195960	157760	Nós somos um só. Muito obrigado. Foi um prazer. (Aplausos)	spk.1	pt
